EntityId,ENTITYFIELDValue,ENTITYFIELDTypeValue,SPlowVoltageValue,SPHighInjectionRateValue,CorpIDValue,ChemicalTypeValue,ProductNameTimestamp,ProductNameValue,CustomerValue,SPLowLevelValue,SPLowpressValue,LattitudeValue,WellOperatorValue,InactivityAlarmValue,SPLowInjectRateValue,RealTimeEmailValue,FacilityIDValue,InactivityTimeoutValue,CostCenterValue,sgValue,SPLoLoLevelValue,SPHighpressValue,UntilNoValue,APINoValue,WellNameValue,LeaseNoValue,SPLowPumpConstantValue,SPMaxCurrentValue,SPHighLevelValue,InjectionPointValue,ProdTypeValue,SensorTypeValue,ActiveTimestamp,ActiveStatusValue,MiradorSerialNoValue,LongitudeValue,OffsetValue,TankTypeValue,TankHeightValue,AreaValue,VarianceValue,LastActivityTimestamp,LastActivityValue,ActDateTimestamp,ActDateValue
0199b520-fa24-11ec-b335-1b21e93a0807,6242884-13,Mirador2Daisy,9500.0,200.0,,Corrosion/Scale,2023-07-18 14:11:18.537,CSW-9518,Chevron MCBU,100.0,1000.0,31.14214,,1726965397199.0,0.0,,,,,,80.0,5000.0,,4238939683,Fort Stockton Beat 1,,,7000.0,,Bx P15-153WA,,,2024-09-22 01:53:58.140,True,,-103.39675,,22,,Chevron-Fort Stockton,,2024-10-02 19:24:19.969,1727897059102.0,2022-09-25 13:06:01.599,2022-06-17
2f1ba2d0-3da2-11ed-9857-81f573be3068,6242884-6,Hidden,,,,,1970-01-01 00:00:00.000,,,,,,,1726965397199.0,,,,,,,,,,,,,,,,,,,2024-09-22 01:53:58.140,True,,,,,,,,2024-10-02 19:24:19.969,1727897059102.0,1970-01-01 00:00:00.000,
539a5790-8d40-11ec-92e3-ed9cae5ba158,LabClone,Mirador2,,,,Corrosion Inhibitor,1970-01-01 00:00:00.000,,,100.0,1000.0,27.8030326,,1654620902086.0,0.0,,,,,,80.0,5000.0,,,Piranha Demo Site,,,4000.0,,Demo Site,,,2022-06-07 16:55:02.086,False,,-97.457295,,,,,,2022-06-07 16:44:26.097,1654620266081.0,1970-01-01 00:00:00.000,
d2ed4820-344f-11ed-9857-81f573be3068,8737422-1,Mirador2Daisy,9500.0,200.0,,Corrision Inhibitor,2022-10-27 19:33:30.632,CRW9220,Chevron MCBU,165.0,1000.0,,CVX,1727742661465.0,0.0,,,,,,80.0,5000.0,,42329450920001,Odessa East/CMC,Baker Hughes,,8500.0,,Sunflower 271,,,2024-10-01 00:31:01.467,False,Reviwed w/ Roy on 9/30,,,12,,Chevron-Odessa,,2024-10-01 00:20:19.978,1727742019959.0,2022-09-14 17:19:01.787,2022-09-14
82d324e0-6c6f-11ef-bdc7-f9c9b5da3899,7323279-3,Mirador2VSP,10500.0,200.0,,Corrosion Inhibitor,2024-09-06 22:12:38.906,CRW9318,Chevron-Carlsbad,100.0,1000.0,28,,,0.0,0,,,,,80.0,5000.0,,,HHNM Pad 40/21,,1.0,12000.0,200.0,HHNM Pad 40/21  415H OOS,,,2024-09-06 16:46:06.424,True,7323279-3,-97.45,,12,,Chevron-Carlsbad-Baker,,2024-10-02 19:25:58.969,1727897157077.0,2024-09-06 16:46:06.424,2024-09-06
dd02bd10-5951-11ec-b498-597d1678a37d,2458157,Suspended,10800.0,,,Corrosion/Scale Combo Product,2022-01-18 22:16:03.584,IBT22567,,25.0,1000.0,27.5,Tally ,1693409135821.0,0.0,,,600000.0,,,10.0,5000.0,,2816654897,Priority Cap String Flush Demo Unit#1,,,4000.0,,IP,,,2023-08-30 15:25:35.822,False,,-97.4,,,,,,2023-08-30 15:15:15.568,1693408515543.0,2022-09-28 23:50:43.733,2022-01-01
e9d4a5e0-bae4-11ec-92e3-ed9cae5ba158,7365134-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,BPXMC,,,,,1723925104427.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:07.427,True,,,,,,BPXMC-Permian,,2024-10-02 19:24:40.961,1727897080037.0,1970-01-01 00:00:00.000,
823b48b0-b294-11ec-92e3-ed9cae5ba158,7379366-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,BPXMC,,,,,1723925098159.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:01.967,True,,,,,,BPXMC-Permian,,2024-10-02 19:24:34.978,1727897073867.0,1970-01-01 00:00:00.000,
f8d7bdd0-434b-11ed-9857-81f573be3068,8737976-2,Hidden,,,,,1970-01-01 00:00:00.000,,,,,,,1692588815821.0,,,,,,,,,,,,,,,,,,,2023-08-21 03:33:35.822,False,,,,,,,,2023-08-21 03:22:59.238,1692588176366.0,1970-01-01 00:00:00.000,
8ebb4f30-a0e1-11ee-8d26-8dde86bb897d,7260257-1,Mirador2Methanol,10500.0,200.0,,Methanol - JACAM,2024-01-08 21:12:43.628,WSP1924,Permian Resources,100.0,1000.0,28,,1723925102871.0,0.0,,,,,,80.0,5000.0,,,Wilson,,,12500.0,,Gas Lift Compressor,,,2024-08-17 20:09:02.065,True,7260257-1,-97.45,,12,,,,2024-10-02 19:24:25.978,1727897065157.0,2023-12-22 15:48:31.880,2023-12-22
8c5c4e80-0099-11ee-9336-3d1048dc9409,2725377-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925099037.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:03.655,True,,,,,,,,2024-10-02 19:25:22.964,1727897121175.0,1970-01-01 00:00:00.000,
ca535510-b8d0-11ec-92e3-ed9cae5ba158,2455591-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,Chevron MCBU,,,,,1726309638221.0,,,,,,,,,,,,,,,,,,,2024-09-14 12:22:32.876,True,,,,,,Chevron-Carlsbad,,2024-10-02 19:26:07.969,1727897166010.0,1970-01-01 00:00:00.000,
3b4491d0-6861-11ee-a863-f3c275beacd1,2725054-2,Mirador2Daisy,9500.0,200.0,4238936345,TRIPLE COMBO,2024-04-04 18:31:07.671,WCW-3888,Chevron MCBU,100.0,1000.0,28,,1725847205586.0,0.0,,,,,,80.0,5000.0,,,Fort Stockton Beat 3,,,12500.0,,REEVTXL T7-50-21 3H,,,2024-09-09 02:00:10.979,True,2725054-2,-97.45,,3,,Chevron-Fort Stockton,,2024-10-02 19:25:16.979,1727897115008.0,2023-10-11 18:08:51.108,2023-10-11
2f1a6a50-3da2-11ed-9857-81f573be3068,6242884-3,Hidden,10500.0,200.0,,Emulsion Breaker,2023-06-23 15:43:43.332,DMO-3257,Chevron MCBU,120.0,,,,1726965397199.0,0.0,,,,,,100.0,,,42389396850001,Fort Stockton Beat 1,,,8500.0,,OOS Bx Pad 15-155WA,,,2024-09-22 01:53:58.141,True,Not being used ,,,3,,Chevron-Fort Stockton,,2024-10-02 19:24:19.969,1727897059102.0,2023-10-31 13:21:37.962,2022-09-26
183124d0-b2a3-11ec-92e3-ed9cae5ba158,7430730-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1713580469554.0,,,,,,,,,,,,,,,,,,,2024-04-20 02:34:29.555,False,,,,,,,,2024-04-20 02:24:17.879,1713579855169.0,1970-01-01 00:00:00.000,
addf1770-b8d0-11ec-92e3-ed9cae5ba158,2455542-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,Chevron MCBU,,,,,1726810712606.0,,,,,,,,,,,,,,,,,,,2024-09-20 05:54:27.154,True,,,,,,Chevron-Carlsbad,,2024-10-02 19:25:43.981,1727897143590.0,1970-01-01 00:00:00.000,
173b63d0-b34b-11ec-92e3-ed9cae5ba158,7419675-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1674591571857.0,,,,,,,,,,,,,,,,,,,2023-01-24 20:19:31.858,False,,,,,,,,2023-01-24 20:09:15.731,1674590954263.0,1970-01-01 00:00:00.000,
95acf450-06c4-11ed-b335-1b21e93a0807,6242884-1,Hidden,10500.0,200.0,,Emulsion Breaker,2023-07-18 19:48:20.274,DMO-3257,Chevron MCBU,100.0,,,,1726965397199.0,0.0,,,,,,55.0,,,42389396830001,Fort Stockton Beat 1,,,8500.0,,OOS Bx Pad 15-153WA,,,2024-09-22 01:50:17.147,True,Not being used ,,,3,,Chevron-Fort Stockton,,2024-10-02 19:24:19.969,1727897059102.0,2023-10-31 13:18:58.614,2022-07-18
3305fb30-18e9-11ed-b335-1b21e93a0807,8742117-10,Mirador2Daisy,9500.0,200.0,,Corrosion/Scale,2023-07-18 19:49:53.674,CSW-9518,Chevron MCBU,100.0,1000.0,31.16959,,1726965457203.0,0.0,,,,UCQV29210,,80.0,5000.0,,423893927,Fort Stockton Beat 1,,,13500.0,,Bx P6-10H,,,2024-09-22 01:50:10.335,True,,-103.39325,,22,,Chevron-Fort Stockton,,2024-10-02 19:25:40.964,1727897140664.0,2022-08-10 20:15:38.312,2022-08-10
9e95dc40-4a82-11ef-a9f6-c90f2ddade4f,system,Suspended,10500.0,200.0,,,2024-07-25 12:37:14.090,,,100.0,1000.0,28,,1723925103210.0,0.0,0,,,,,80.0,5000.0,,,system,,1.0,12000.0,200.0,,,,2024-08-17 20:06:29.576,True,system,-97.45,,0,,,,2024-10-02 19:26:10.964,1727897170334.0,2024-07-25 12:37:14.090,2024-07-25
961dcd70-0de9-11ed-b335-1b21e93a0807,8730302-1,Mirador2Daisy,9500.0,80.0,,Demulsifier,2024-02-01 20:10:16.505,DMO46X,Chevron MCBU,165.0,1000.0,,Chevron,1723925103067.0,0.0,,,,,,80.0,5000.0,,42329438810001,Odessa Central,Baker Hughes,,7000.0,,CTB 41 Train 1: East,,,2024-08-17 20:07:43.782,True,,,,12,,Chevron-Odessa,,2024-10-02 19:25:40.964,1727897138426.0,2022-09-25 12:30:11.020,2022-07-27
a6e13460-0dd7-11ed-b335-1b21e93a0807,8729858-1,Mirador2Daisy,9500.0,200.0,,Demulsifier,2023-12-22 16:10:11.181,DMO8310U,Chevron MCBU,165.0,1000.0,,Chevron,1723925107358.0,0.0,,,,,,85.0,5000.0,,42329438850001,Odessa East/CMC,Baker Hughes,,7000.0,,CTB 17 Train 2,,,2024-08-17 20:08:09.865,True,8729858-1,,,12,,Chevron-Odessa,,2024-10-02 19:26:04.980,1727897164055.0,2022-09-25 12:29:08.341,2022-07-27
794d07c0-7821-11ef-bdc7-f9c9b5da3899,866088072618315,TEK,12500.0,200.0,1000685800,CHAMPIONX,2024-09-23 15:37:19.733,SC-1330GL,Aegis-PB-Diamondback,100.0,1000.0,28,Diamondback,,0.0,0,866088072618315,129600000.0,,1.0,80.0,5000.0,,,Greenwood,,1.0,12000.0,200.0,TEMPLE FORK 32-20 M 14WA / TEMPLE FORK 32-20 M 16WB,34,0.0,2024-09-21 13:57:44.051,True,866088072618315,-97.45,0.0,27,50.0,Aegis-DB-South Midland Basin,,2024-10-02 08:00:20.052,1727856019393.0,2024-09-21 13:57:43.718,2024-09-21
6015ae00-7f66-11ef-bdc7-f9c9b5da3899,866088072645730,TEK,12500.0,200.0,,,2024-09-30 19:58:34.770,,,100.0,1000.0,28,,,0.0,0,,129600000.0,,1.0,80.0,5000.0,,,866088072645730,,1.0,12000.0,200.0,,34,0.0,2024-09-30 19:58:35.055,True,866088072645730,-97.45,0.0,0,0.0,,,2024-10-02 08:00:20.052,1727856019422.0,2024-09-30 19:58:34.770,2024-09-30
81a40080-b8d0-11ec-92e3-ed9cae5ba158,2446764-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,BPXMC,,,,,1649597268878.0,,,,,,,,,,,,,,,,,,,2022-04-10 13:27:48.878,False,,,,,,BPXMC-Permian,,1970-01-01 00:00:00.000,,1970-01-01 00:00:00.000,
13f89bc0-c80e-11ec-92e3-ed9cae5ba158,8737976-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,BPXMC,,,,,1724483431101.0,,,,,,,,,,,,,,,,,,,2024-08-24 07:16:19.340,True,,,,,,BPXMC-Haynesville,,2024-10-02 19:25:49.967,1727897147801.0,1970-01-01 00:00:00.000,
8a55bab0-8095-11ed-9857-81f573be3068,9166544-8,MiradorArchived,9500.0,,,Triple Combo,2022-12-20 19:35:42.677,WCW3888,Chevron MCBU,100.0,1000.0,28,,1682525568611.0,0.0,,,,,,80.0,5000.0,,,old-Kraken 207,,,8500.0,,Capstring,,,2023-04-26 16:12:48.611,False,9166544-8,-97.45,,12,,Chevron-Hobbs,,2023-04-26 16:02:15.706,1682524933150.0,2022-12-20 18:38:47.809,2022-12-20
82bb0880-8083-11ed-9857-81f573be3068,9166783-11,MiradorArchived,9500.0,,,Emulsion Breaker,2022-12-20 19:48:17.311,DMO5122,Chevron MCBU,100.0,1000.0,28,,1682552748611.0,0.0,,,,,,80.0,5000.0,,,old-Dagger Lake CTB,,,8500.0,,Train 1 Inlet,,,2023-04-26 23:45:48.612,False,9166783-11,-97.45,,12,,Chevron-Hobbs,,2023-04-26 23:34:57.713,1682552096293.0,2022-12-20 16:29:44.104,2022-12-20
f1caac80-b94b-11ec-92e3-ed9cae5ba158,2459049GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1654357802086.0,,,,,,,,,,,,,,,,,,,2022-06-04 15:50:02.086,False,,,,,,,,2022-06-04 15:39:43.123,1654357180165.0,1970-01-01 00:00:00.000,
de5acfd0-d1a0-11ee-8d26-8dde86bb897d,LogEmailDevice,email,,,,,1970-01-01 00:00:00.000,,,,,,,1708620546696.0,,,,,,,,,,,,,,,,,,,2024-02-22 16:49:06.696,False,,,,,,,,1970-01-01 00:00:00.000,,1970-01-01 00:00:00.000,
79c92930-9124-11ed-8b1d-692788dc8805,446764-10,Mirador2Daisy,,200.0,,Scale,2024-04-04 19:37:45.674,CSW-9528,Chevron MCBU,,,,,1727894226582.0,,,,,,,,,,,Fort Stockton Beat 2,,,,,CTB?,,,2024-10-02 18:37:06.583,False,,,,3,,Chevron-Fort Stockton,,2024-10-02 18:26:10.977,1727893568686.0,2023-10-31 14:02:54.678,2023-01-10
ec159900-434b-11ed-9857-81f573be3068,8738305-2,Hidden,,,,,1970-01-01 00:00:00.000,,,,,,,1692588875821.0,,,,,,,,,,,,,,,,,,,2023-08-21 03:34:35.822,False,,,,,,,,2023-08-21 03:24:17.245,1692588256415.0,1970-01-01 00:00:00.000,
558a4030-5b92-11ed-9857-81f573be3068,9166452-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1698773315821.0,,,,,,,,,,,,,,,,,,,2023-10-31 17:28:35.823,False,,,,,,,,2023-10-31 17:17:44.232,1698772661919.0,1970-01-01 00:00:00.000,
26e541f0-77dd-11ed-9857-81f573be3068,9167963-2,Mirador2Daisy,9500.0,200.0,,Demulsifier,2024-01-03 15:35:31.168,DMO3899,Chevron MCBU,100.0,1000.0,28,,1723924281286.0,0.0,,,,,,80.0,5000.0,,42329420620001,EOR T4 - VIOLET OFFICE,,,8500.0,,Pump 2,,,2024-08-17 20:09:53.777,True,,-97.45,,12,,Chevron-Odessa,,2024-10-02 19:25:13.962,1727897111229.0,2022-12-09 16:18:44.297,2022-12-09
dfc5b750-7a5c-11ed-9857-81f573be3068,9167047-1,Mirador2Daisy,9500.0,200.0,,Demulsifier,2023-07-23 00:41:27.008,DMO 3046,Chevron MCBU,100.0,1000.0,28,,1723925104276.0,0.0,,,,,,80.0,5000.0,,42329460510001,FST Trailer #1 Pump 1,,,8500.0,,GF Pad 4 (46-5H),,,2024-08-17 20:06:34.087,True,9167047-1,-97.45,,12,,Chevron-Fort Stockton,,2024-10-02 19:21:43.966,1727896902717.0,2022-12-12 20:38:02.892,2022-12-12
2f1bf0f0-3da2-11ed-9857-81f573be3068,6242884-2,Hidden,10500.0,200.0,,Emulsion Breaker,2023-07-18 14:03:34.235,DMO-3257,Chevron MCBU,100.0,,,,1726965397199.0,0.0,,,,,,55.0,,,42389396840001,Fort Stockton Beat 1,,,8500.0,,OOS Bx Pad 15-154WA,,,2024-09-22 01:53:03.764,True,Not being used ,,,3,,Chevron-Fort Stockton,,2024-10-02 19:24:19.969,1727897059102.0,2023-10-31 13:19:40.430,2022-09-26
9de25c10-cc8f-11ec-92e3-ed9cae5ba158,8738891-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925099589.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:14.702,True,,,,,,,,2024-10-02 19:25:43.981,1727897141144.0,1970-01-01 00:00:00.000,
f631f9b0-cc90-11ec-92e3-ed9cae5ba158,8717390-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727359369515.0,,,,,,,,,,,,,,,,,,,2024-09-26 14:02:49.517,False,,,,,,,,2024-09-26 13:52:22.967,1727358740855.0,1970-01-01 00:00:00.000,
806692c0-a0fd-11ee-8d26-8dde86bb897d,2711815-1,Mirador2Methanol,10500.0,200.0,,Methanol - JACAM,2024-01-08 21:09:23.901,WSP1924,Permian Resources,100.0,1000.0,28,Permian Resources,1706659686696.0,0.0,,,,,,80.0,5000.0,,,Brooke,,,12500.0,,Gas Lift Compressor,,,2024-01-31 00:08:06.697,False,2711815-1,-97.45,,12,,,,2024-01-30 23:57:31.341,1706659048601.0,2023-12-22 19:08:33.688,2023-12-22
a5e1f2f0-cc93-11ec-92e3-ed9cae5ba158,8737604-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925107722.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:16.137,True,,,,,,,,2024-10-02 19:24:31.984,1727897070807.0,1970-01-01 00:00:00.000,
86473610-cc95-11ec-92e3-ed9cae5ba158,8730104-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925098809.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:14.533,True,,,,,,,,2024-10-02 19:26:13.979,1727897172597.0,1970-01-01 00:00:00.000,
996904c0-cc96-11ec-92e3-ed9cae5ba158,8739725-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1724202261732.0,,,,,,,,,,,,,,,,,,,2024-08-21 11:03:11.999,True,,,,,,,,2024-10-02 19:25:19.973,1727897117621.0,1970-01-01 00:00:00.000,
b661e640-cc97-11ec-92e3-ed9cae5ba158,8738420-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925107530.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:15.993,True,,,,,,,,2024-10-02 19:24:34.978,1727897073648.0,1970-01-01 00:00:00.000,
9b3b4c60-cc99-11ec-92e3-ed9cae5ba158,8730062-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1726960897059.0,,,,,,,,,,,,,,,,,,,2024-09-22 15:13:59.533,True,,,,,,,,2024-10-02 19:24:19.969,1727897059314.0,1970-01-01 00:00:00.000,
f5d52bd0-2f79-11ed-9857-81f573be3068,8729759-2,Hidden,,,,,1970-01-01 00:00:00.000,,,,,,,1695068255821.0,,,,,,,,,,,,,,,,,,,2023-09-18 20:17:35.822,False,,,,,,,,2023-09-18 20:07:35.231,1695067652458.0,1970-01-01 00:00:00.000,
ed3cdd60-4cd8-11ee-a863-f3c275beacd1,7342261-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1726840653467.0,,,,,,,,,,,,,,,,,,,2024-09-20 14:16:41.295,True,,,,,,,,2024-10-02 19:24:37.970,1727897076100.0,1970-01-01 00:00:00.000,
9e4dc3a0-5646-11ee-a863-f3c275beacd1,6491143-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1725220669491.0,,,,,,,,,,,,,,,,,,,2024-10-01 20:49:27.083,True,,,,,,,,2024-10-02 19:26:10.964,1727897169886.0,1970-01-01 00:00:00.000,
bdf26b60-c82c-11ec-92e3-ed9cae5ba158,8742810-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925100296.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:04.649,True,,,,,,,,2024-10-02 19:24:28.967,1727897067238.0,1970-01-01 00:00:00.000,
53c0f020-e84a-11ec-b335-1b21e93a0807,6242819-1,Mirador2Daisy,,200.0,14437002,Corrosion - Scale Inhibitor,2024-02-27 20:47:36.896,MXC 6-3654B,BPXMC,100.0,1000.0,31.860692,,1723699113747.0,0.0,,10094664,,,,80.0,5000.0,,4238938019,SHIRLEY 58 T2 12X13 SA W101H,,,4000.0,,Cap String,,,2024-09-27 19:47:23.268,True,6242819-1,-104.026634,,1,,BPXMC-Permian,,2024-10-02 19:25:31.962,1727897131199.0,2022-09-29 00:27:21.053,2022-06-17
