readAttrs,readTs,entityId.entityType,entityId.id,latest.ENTITY_FIELD.name.ts,latest.ENTITY_FIELD.name.value,latest.ENTITY_FIELD.type.ts,latest.ENTITY_FIELD.type.value,latest.ATTRIBUTE.SP_LowVoltage.ts,latest.ATTRIBUTE.SP_LowVoltage.value,latest.ATTRIBUTE.SP_High_Injection_Rate.ts,latest.ATTRIBUTE.SP_High_Injection_Rate.value,latest.ATTRIBUTE.CorpID.ts,latest.ATTRIBUTE.CorpID.value,latest.ATTRIBUTE.ChemicalType.ts,latest.ATTRIBUTE.ChemicalType.value,latest.ATTRIBUTE.ProductName.ts,latest.ATTRIBUTE.ProductName.value,latest.ATTRIBUTE.Customer.ts,latest.ATTRIBUTE.Customer.value,latest.ATTRIBUTE.SP_LowLevel.ts,latest.ATTRIBUTE.SP_LowLevel.value,latest.ATTRIBUTE.SP_LowPress.ts,latest.ATTRIBUTE.SP_LowPress.value,latest.ATTRIBUTE.Latitude.ts,latest.ATTRIBUTE.Latitude.value,latest.ATTRIBUTE.WellOperator.ts,latest.ATTRIBUTE.WellOperator.value,latest.ATTRIBUTE.inactivityAlarmTime.ts,latest.ATTRIBUTE.inactivityAlarmTime.value,latest.ATTRIBUTE.SP_LowInjectRate.ts,latest.ATTRIBUTE.SP_LowInjectRate.value,latest.ATTRIBUTE.Disable_RealTime_Emails.ts,latest.ATTRIBUTE.Disable_RealTime_Emails.value,latest.ATTRIBUTE.FacilityID.ts,latest.ATTRIBUTE.FacilityID.value,latest.ATTRIBUTE.inactivityTimeout.ts,latest.ATTRIBUTE.inactivityTimeout.value,latest.ATTRIBUTE.CostCenter.ts,latest.ATTRIBUTE.CostCenter.value,latest.ATTRIBUTE.sg.ts,latest.ATTRIBUTE.sg.value,latest.ATTRIBUTE.SP_LoLoLevel.ts,latest.ATTRIBUTE.SP_LoLoLevel.value,latest.ATTRIBUTE.SP_HighPress.ts,latest.ATTRIBUTE.SP_HighPress.value,latest.ATTRIBUTE.UntiNo.ts,latest.ATTRIBUTE.UntiNo.value,latest.ATTRIBUTE.APINo.ts,latest.ATTRIBUTE.APINo.value,latest.ATTRIBUTE.WellName.ts,latest.ATTRIBUTE.WellName.value,latest.ATTRIBUTE.LeaseNo.ts,latest.ATTRIBUTE.LeaseNo.value,latest.ATTRIBUTE.SP_LowPumpConstant.ts,latest.ATTRIBUTE.SP_LowPumpConstant.value,latest.ATTRIBUTE.SP_MaxCurrent.ts,latest.ATTRIBUTE.SP_MaxCurrent.value,latest.ATTRIBUTE.SP_HighLevel.ts,latest.ATTRIBUTE.SP_HighLevel.value,latest.ATTRIBUTE.InjectionPoint.ts,latest.ATTRIBUTE.InjectionPoint.value,latest.ATTRIBUTE.ProdType.ts,latest.ATTRIBUTE.ProdType.value,latest.ATTRIBUTE.sensortype.ts,latest.ATTRIBUTE.sensortype.value,latest.ATTRIBUTE.active.ts,latest.ATTRIBUTE.active.value,latest.ATTRIBUTE.MiradorSerialNo.ts,latest.ATTRIBUTE.MiradorSerialNo.value,latest.ATTRIBUTE.Longitude.ts,latest.ATTRIBUTE.Longitude.value,latest.ATTRIBUTE.Offset.ts,latest.ATTRIBUTE.Offset.value,latest.ATTRIBUTE.tanktype.ts,latest.ATTRIBUTE.tanktype.value,latest.ATTRIBUTE.TankHeight.ts,latest.ATTRIBUTE.TankHeight.value,latest.ATTRIBUTE.Area.ts,latest.ATTRIBUTE.Area.value,latest.ATTRIBUTE.variance.ts,latest.ATTRIBUTE.variance.value,latest.ATTRIBUTE.lastActivityTime.ts,latest.ATTRIBUTE.lastActivityTime.value,latest.ATTRIBUTE.actdate.ts,latest.ATTRIBUTE.actdate.value
True,True,DEVICE,72e33fe0-5b8f-11ed-9857-81f573be3068,1727897178911,9166825-1,1727897178911,Mirador2Lite,1667490718480,9500,1706200043608,200,0,,1671590070407,MeOH,1671590075660,PFR23,1727884831382,Chevron MCBU,1667490718480,100,1667490718480,1000,1667490718480,27.8182262335548,1667490718480,,1726840012271,0,1667490718480,0,0,,0,,0,,1667490718480,,0,,1667490718480,80,1667490718480,5000,1667490718480,,1693595287100,30025466460001,1671590065783,Loch Ness 6H,1667490718480,,0,,1667490718480,8500,0,,1671590068587,Gas Lift,0,,0,,1726840012271,true,1667490718480,9166825-1,1667490718480,-97.4569221222892,0,,1671547124577,12,0,,1727884831382,Chevron-Hobbs,0,,1727897170964,1727897168666,1667490718480,2022-11-03
True,True,DEVICE,4b6305d0-0604-11ed-b335-1b21e93a0807,1727897178911,8729817-23,1727897178911,Mirador2Daisy,1664905991583,9500,1706200246795,200,0,,1672837803700,Iron / Scale / Corrosion,1700243430288,CSW-9528,1727884821434,Chevron MCBU,1658118388896,100,1658118388896,1000,1659383337668,31.20135,0,,1726061051184,1726061051182,1658118388896,0,0,,0,,0,,1659383209960,UCQV24130,0,,1658118388896,80,1658118388896,5000,0,,1693595192615,4238936279,1658858957534,Fort Stockton Beat 2,0,,0,,1664905988079,7000,0,,1658858970611,GF Pad 2 (44-3H),0,,0,,1726068606523,true,0,,1659383345623,-103.35102,0,,1664809708514,3,0,,1727884821434,Chevron-Fort Stockton,0,,1727896957961,1727896955238,1664111686087,2022-07-17
True,True,DEVICE,9a3bf620-e6b6-11ec-b335-1b21e93a0807,1727897178911,7358618-3,1727897178911,Mirador2Daisy,1706150428770,10500,1706150424139,220,1673911414371,20175723,1705442203223,Corrosion-Scale Inhibitor,1705441546158,MXC 6-3654B,1727884841195,BPXMC,1654645059436,100,1654645059436,1000,1673911429889,31.86968,1654790056421,BPX,1723925103080,1723925103080,1654645059436,0,0,,1673911423503,20000055,0,,0,,0,,1654645059436,80,1654645059436,5000,0,,1673911418789,4238939568,1660878795949,STATE AL OLSON 57-T2-6X43 2D B204H Pad G,0,,0,,1654645059436,4000,0,,1709067728109,Cap String,0,,0,,1723925238292,true,1655388902401,7358618-3,1673911434893,-103.994524,0,,1709067808645,1,0,,1727884841195,BPXMC-Permian,0,,1727897164979,1727897164519,1663978976339,2022-06-09
True,True,DEVICE,9a15f790-e6b6-11ec-b335-1b21e93a0807,1727897178911,7358618-1,1727897178911,Mirador2Daisy,0,,1706134061297,200,1673911554504,20175736,1705442254973,Corrosion-Scale Inhibitor,1705441675127,MXC 6-3654B,1727884841109,BPXMC,1654645059465,100,1654645059465,1000,1673911571729,31.8696799,1654790015439,BPX,1723925103093,1723925103093,1654645059465,0,0,,1673911566079,20000055,0,,0,,0,,1654645059465,80,1654645059465,5000,0,,1673911560162,4238939570,1660878907802,STATE AL OLSON 57-T2-6X43 G W107H Pad G,0,,0,,1654645059465,4000,0,,1709067912372,Cap String,0,,0,,1723925238304,true,1655388887925,7358618-1,1673911577238,-103.9947169,0,,1657071993494,1,0,,1727884841109,BPXMC-Permian,0,,1727897164979,1727897164519,1663978836843,2022-06-09
True,True,DEVICE,2f1efe30-3da2-11ed-9857-81f573be3068,1727897178911,6242884-4,1727897178911,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726965397203,1726965397199,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726970038140,true,0,,0,,0,,0,,0,,0,,0,,1727897059969,1727897059102,0,
True,True,DEVICE,0199b520-fa24-11ec-b335-1b21e93a0807,1727897178911,6242884-13,1727897178911,Mirador2Daisy,1664907822720,9500,1706200247370,200,0,,1689689475397,Corrosion/Scale,1689689478537,CSW-9518,1727884803602,Chevron MCBU,1656779733535,100,1656779733535,1000,1660664175406,31.14214,0,,1726965397202,1726965397199,1656779733535,0,0,,0,,0,,0,,0,,1656779733535,80,1656779733535,5000,0,,1693595193081,4238939683,1684156989572,Fort Stockton Beat 1,0,,0,,1664907825017,7000,0,,1715097323701,Bx P15-153WA,0,,0,,1726970038140,true,0,,1660664183762,-103.39675,0,,1720640805025,22,0,,1727884803602,Chevron-Fort Stockton,0,,1727897059969,1727897059102,1664111161599,2022-06-17
True,True,DEVICE,2f1ba2d0-3da2-11ed-9857-81f573be3068,1727897178911,6242884-6,1727897178911,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726965397203,1726965397199,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726970038140,true,0,,0,,0,,0,,0,,0,,0,,1727897059969,1727897059102,0,
True,True,DEVICE,539a5790-8d40-11ec-92e3-ed9cae5ba158,1727897178911,LabClone,1727897178911,Mirador2,0,,0,,0,,1644807914900,Corrosion Inhibitor,0,,0,,1644806978051,100,1644806978051,1000,1644808004182,27.8030326,0,,1654620902086,1654620902086,1644806978051,0,0,,0,,0,,0,,0,,1644806978051,80,1644806978051,5000,0,,0,,1644807846451,Piranha Demo Site,0,,0,,1644806978051,4000,0,,1644807907056,Demo Site,0,,0,,1654620902086,false,0,,1644808013647,-97.457295,0,,0,,0,,0,,0,,1654620266097,1654620266081,0,
True,True,DEVICE,d2ed4820-344f-11ed-9857-81f573be3068,1727897178911,8737422-1,1727897178911,Mirador2Daisy,1664900435160,9500,1706200053096,200,0,,1663176792144,Corrision Inhibitor,1666899210632,CRW9220,1727884853836,Chevron MCBU,1664891353102,165,1663175941787,1000,0,,1663176794387,CVX,1727742661467,1727742661465,1663175941787,0,0,,0,,0,,0,,0,,1664891375250,80,1663175941787,5000,0,,1693595320863,42329450920001,1673459578316,Odessa East/CMC,1664567631031,Baker Hughes,0,,1666360628323,8500,0,,1676380787526,Sunflower 271,0,,0,,1727742661467,false,1664567656069,Reviwed w/ Roy on 9/30,0,,0,,1663176520320,12,0,,1727884853836,Chevron-Odessa,0,,1727742019978,1727742019959,1663175941787,2022-09-14
True,True,DEVICE,82d324e0-6c6f-11ef-bdc7-f9c9b5da3899,1727897178911,7323279-3,1727897178911,Mirador2VSP,1725641166424,10500,1725641166424,200,0,,1725660729066,Corrosion Inhibitor,1725660758906,CRW9318,1727884835838,Chevron-Carlsbad,1725641166424,100,1725641166424,1000,1725641166424,28,1725641166424,,0,,1725641166424,0,1725641166424,0,1725641166424,,0,,1725641166424,,0,,1725641166424,80,1725641166424,5000,0,,1725641166424,,1725660687039,HHNM Pad 40/21,1725641166424,,1725641166424,1,1725641166424,12000,1725641166424,200,1727183452306,HHNM Pad 40/21  415H OOS,0,,0,,1725641166424,true,1725641166424,7323279-3,1725641166424,-97.45,0,,1727183443513,12,0,,1727884835838,Chevron-Carlsbad-Baker,0,,1727897158969,1727897157077,1725641166424,2024-09-06
True,True,DEVICE,dd02bd10-5951-11ec-b498-597d1678a37d,1727897178911,2458157,1727897178911,Suspended,1639283728257,10800,0,,0,,1642544185794,Corrosion/Scale Combo Product,1642544163584,IBT22567,0,,1642538587808,25,1639110708669,1000,1639113520992,27.5,1642199188374,Tally ,1693409135822,1693409135821,1639110708669,0,0,,0,,1639283614261,600000,0,,0,,1639110708669,10,1639110708669,5000,0,,1642199200508,2816654897,1642199172035,Priority Cap String Flush Demo Unit#1,0,,0,,1639110708669,4000,0,,1642346884422,IP,0,,0,,1693409135822,false,0,,1639113533325,-97.4,0,,0,,0,,0,,0,,1693408515568,1693408515543,1664409043733,2022-01-01
True,True,DEVICE,e9d4a5e0-bae4-11ec-92e3-ed9cae5ba158,1727897178911,7365134-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,1727884858896,BPXMC,0,,0,,0,,0,,1723925104427,1723925104427,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925107427,true,0,,0,,0,,0,,0,,1727884858896,BPXMC-Permian,0,,1727897080961,1727897080037,0,
True,True,DEVICE,823b48b0-b294-11ec-92e3-ed9cae5ba158,1727897178911,7379366-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,1727884835636,BPXMC,0,,0,,0,,0,,1723925098162,1723925098159,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925101967,true,0,,0,,0,,0,,0,,1727884835636,BPXMC-Permian,0,,1727897074978,1727897073867,0,
True,True,DEVICE,f8d7bdd0-434b-11ed-9857-81f573be3068,1727897178911,8737976-2,1727897178911,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1692588815822,1692588815821,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1692588815822,false,0,,0,,0,,0,,0,,0,,0,,1692588179238,1692588176366,0,
True,True,DEVICE,8ebb4f30-a0e1-11ee-8d26-8dde86bb897d,1727897178911,7260257-1,1727897178911,Mirador2Methanol,1703287966520,10500,1706288245996,200,0,,1704748349252,Methanol - JACAM,1704748363628,WSP1924,1718894068026,Permian Resources,1703260111880,100,1703260111880,1000,1703260111880,28,1703260111880,,1723925102871,1723925102871,1703260111880,0,0,,0,,0,,1703260111880,,0,,1703260111880,80,1703260111880,5000,1703260111880,,1703260111880,,1703288094161,Wilson,1703260111880,,0,,1703287965481,12500,0,,1704748968608,Gas Lift Compressor,0,,0,,1723925342065,true,1703260111880,7260257-1,1703260111880,-97.45,0,,1703287957944,12,0,,0,,0,,1727897065978,1727897065157,1703260111880,2023-12-22
True,True,DEVICE,8c5c4e80-0099-11ee-9336-3d1048dc9409,1727897178911,2725377-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925099037,1723925099037,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925103655,true,0,,0,,0,,0,,0,,0,,0,,1727897122964,1727897121175,0,
True,True,DEVICE,ca535510-b8d0-11ec-92e3-ed9cae5ba158,1727897178911,2455591-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,1727884851930,Chevron MCBU,0,,0,,0,,0,,1726309638221,1726309638221,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726316552876,true,0,,0,,0,,0,,0,,1727884851930,Chevron-Carlsbad,0,,1727897167969,1727897166010,0,
True,True,DEVICE,3b4491d0-6861-11ee-a863-f3c275beacd1,1727897178911,2725054-2,1727897178911,Mirador2Daisy,1697047731108,9500,1706200341866,200,1712254026089,4238936345,1712255364683,TRIPLE COMBO,1712255467671,WCW-3888,1727884817839,Chevron MCBU,1697047731108,100,1697047731108,1000,1697047731108,28,1697047731108,,1725847205588,1725847205586,1697047731108,0,0,,0,,0,,1697047731108,,0,,1697047731108,80,1697047731108,5000,1697047731108,,1697047731108,,1712259339088,Fort Stockton Beat 3,1697047731108,,0,,1718725169150,12500,0,,1697086070672,REEVTXL T7-50-21 3H,0,,0,,1725847210979,true,1697047731108,2725054-2,1697047731108,-97.45,0,,1697086070672,3,0,,1727884817839,Chevron-Fort Stockton,0,,1727897116979,1727897115008,1697047731108,2023-10-11
True,True,DEVICE,2f1a6a50-3da2-11ed-9857-81f573be3068,1727897178911,6242884-3,1727897178911,Hidden,1684153760967,10500,1706200239401,200,0,,1684153749422,Emulsion Breaker,1687535023332,DMO-3257,1727884814715,Chevron MCBU,1687535059973,120,0,,0,,0,,1726965397199,1726965397199,1684153757812,0,0,,0,,0,,0,,0,,1687535050273,100,0,,0,,1693595193991,42389396850001,1684154807041,Fort Stockton Beat 1,0,,0,,1684153759142,8500,0,,1696433954005,OOS Bx Pad 15-155WA,0,,0,,1726970038141,true,1696433986314,Not being used ,0,,0,,1684153752145,3,0,,1727884814715,Chevron-Fort Stockton,0,,1727897059969,1727897059102,1698758497962,2022-09-26
True,True,DEVICE,183124d0-b2a3-11ec-92e3-ed9cae5ba158,1727897178911,7430730-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1713580469555,1713580469554,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1713580469555,false,0,,0,,0,,0,,0,,0,,0,,1713579857879,1713579855169,0,
True,True,DEVICE,addf1770-b8d0-11ec-92e3-ed9cae5ba158,1727897178911,2455542-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,1727884845148,Chevron MCBU,0,,0,,0,,0,,1726810712607,1726810712606,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726811667154,true,0,,0,,0,,0,,0,,1727884845148,Chevron-Carlsbad,0,,1727897143981,1727897143590,0,
True,True,DEVICE,173b63d0-b34b-11ec-92e3-ed9cae5ba158,1727897178911,7419675-GW,1727897178911,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1674591571858,1674591571857,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1674591571858,false,0,,0,,0,,0,,0,,0,,0,,1674590955731,1674590954263,0,
True,True,DEVICE,95acf450-06c4-11ed-b335-1b21e93a0807,1727897178911,6242884-1,1727897178911,Hidden,1683911639813,10500,1706200238901,200,0,,1683911628001,Emulsion Breaker,1689709700274,DMO-3257,1727884840017,Chevron MCBU,1683911632791,100,0,,0,,0,,1726965397201,1726965397199,1683911636616,0,0,,0,,0,,0,,0,,1683911635263,55,0,,0,,1693595193497,42389396830001,1684157127276,Fort Stockton Beat 1,0,,0,,1683911638552,8500,0,,1696434101117,OOS Bx Pad 15-153WA,0,,0,,1726969817147,true,1696434105280,Not being used ,0,,0,,1683911630901,3,0,,1727884840017,Chevron-Fort Stockton,0,,1727897059969,1727897059102,1698758338614,2022-07-18
True,True,DEVICE,3305fb30-18e9-11ed-b335-1b21e93a0807,1727897178911,8742117-10,1727897178911,Mirador2Daisy,1664907844022,9500,1706200247561,200,0,,1689709806544,Corrosion/Scale,1689709793674,CSW-9518,1727884816221,Chevron MCBU,1660162538312,100,1660162538312,1000,1661350527005,31.16959,0,,1726965457203,1726965457203,1660162538312,0,0,,0,,0,,1661350504452,UCQV29210,0,,1660162538312,80,1660162538312,5000,0,,1693595193287,423893927,1684155140439,Fort Stockton Beat 1,0,,0,,1727894522716,13500,0,,1715097605765,Bx P6-10H,0,,0,,1726969810335,true,0,,1661350535621,-103.39325,0,,1690383271819,22,0,,1727884816221,Chevron-Fort Stockton,0,,1727897140964,1727897140664,1660162538312,2022-08-10
True,True,DEVICE,9e95dc40-4a82-11ef-a9f6-c90f2ddade4f,1727897178911,system,1727897178911,Suspended,1721911034090,10500,1721911034090,200,0,,1721911034090,,1721911034090,,0,,1721911034090,100,1721911034090,1000,1721911034090,28,1721911034090,,1723925103210,1723925103210,1721911034090,0,1721911034090,0,1721911034090,,0,,1721911034090,,0,,1721911034090,80,1721911034090,5000,0,,1721911034090,,1721911034090,system,1721911034090,,1721911034090,1,1721911034090,12000,1721911034090,200,1721911034090,,0,,0,,1723925189576,true,1721911034090,system,1721911034090,-97.45,0,,1721911034090,0,0,,0,,0,,1727897170964,1727897170334,1721911034090,2024-07-25
